id,nombre,organismo,jurisdiccion,nivel_jurisdiccion,categoria,url_oficial,tipo_recurso,fecha_consulta,situacion_actual,fecha_apertura,fecha_cierre,recurrente,proxima_convocatoria_conocida,proxima_revision,fuente_primaria,url_anterior,resultado_url,nueva_url_oficial,observaciones
val-transporte-escolar,Ayudas individuales de transporte escolar 2026-2027,Generalitat Valenciana,Comunitat Valenciana,comunidad autónoma,Transporte,https://sede.gva.es/es/detall-tramit?id_proc=G1244,convocatoria,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://sede.gva.es/es/detall-tramit?id_proc=G1244,POR VERIFICAR,,"Base original: Ayudas para alumnado que debe desplazarse a su centro y cumple los supuestos previstos en la convocatoria de transporte escolar. | Quién: Personas o familias residentes en Comunitat Valenciana que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según distancia y condiciones de la convocatoria"
val-copago,Ayudas al copago farmacéutico y productos sanitarios,Generalitat Valenciana,Comunitat Valenciana,comunidad autónoma,Salud,https://www.san.gva.es/es/web/farmacia-i-productes-sanitaris/ciudadania/ayudas-copago-comunidad-valenciana,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.san.gva.es/es/web/farmacia-i-productes-sanitaris/ciudadania/ayudas-copago-comunidad-valenciana,POR VERIFICAR,,"Base original: Ayudas autonómicas al copago para determinados menores, pensionistas, desempleados, personas con discapacidad y familias monoparentales. | Quién: Depende del colectivo, residencia, tarjeta sanitaria y límites económicos cuando existan. | Documentos: Acreditación de pertenencia al colectivo y datos sanitarios/fiscales requeridos. | Nota: No duplica el reembolso de importes ya cubiertos por otra vía. | Cuantía: Según colectivo y gasto"
val-infantil-03,Ayudas para escolarización de 0 a 3 años,Generalitat Valenciana,Comunitat Valenciana,comunidad autónoma,Conciliación y cuidados,https://sede.gva.es/es/cercador-tramits?conselleria=25899,convocatoria,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://sede.gva.es/es/cercador-tramits?conselleria=25899,POR VERIFICAR,,"Base original: Convocatorias autonómicas de apoyo a la escolarización del primer ciclo de Educación Infantil para familias, sujetas a curso y requisitos. | Quién: Personas o familias residentes en Comunitat Valenciana que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente"
ext-dependencia,Reconocimiento de dependencia y acceso a prestaciones,Junta de Extremadura,Extremadura,comunidad autónoma,Discapacidad y dependencia,https://www.juntaex.es/es/w/3977,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.juntaex.es/es/w/3977,POR VERIFICAR,,"Base original: Procedimiento autonómico para valorar la situación de dependencia y acceder a los servicios y prestaciones que correspondan. | Quién: Personas o familias residentes en Extremadura que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Servicios y prestaciones según grado y PIA"
ext-familia-dep-disc,Recursos para familias con una persona dependiente o con discapacidad,Junta de Extremadura,Extremadura,comunidad autónoma,Discapacidad y dependencia,https://www.juntaex.es/hechos-vitales/tengo-un-familiar-dependiente,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.juntaex.es/hechos-vitales/tengo-un-familiar-dependiente,POR VERIFICAR,,"Base original: Guía autonómica que reúne trámites, prestaciones y recursos relevantes cuando una familia cuida a una persona dependiente o con discapacidad. | Quién: Personas o familias residentes en Extremadura que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Depende del recurso o prestación"
ext-03,Ayudas de escolarización 0-3 2026-2027,Junta de Extremadura,Extremadura,comunidad autónoma,Educación y comedor,https://doe.juntaex.es/otrosFormatos/html.php?anio=2026&doe=1510o&xml=2026062018,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://doe.juntaex.es/otrosFormatos/html.php?anio=2026&doe=1510o&xml=2026062018,POR VERIFICAR,,"Base original: Ayudas para escolarización en primer ciclo de Infantil en centros municipales, determinados centros de la Junta y privados autorizados. | Quién: Familias que cumplan requisitos de la convocatoria. | Documentos: Solicitud, matrícula y documentación económica/familiar. | Nota: Comprobar que el mismo coste no esté ya cubierto por gratuidad u otra subvención. | Cuantía: Financiación total o parcial según convocatoria"
ext-becas,Becas y ayudas educativas de Extremadura,Junta de Extremadura,Extremadura,comunidad autónoma,Educación y comedor,https://www.educarex.es/,beca,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.educarex.es/,POR VERIFICAR,,"Base original: Portal educativo autonómico desde el que se publican convocatorias y apoyos para alumnado y familias en distintos niveles educativos. | Quién: Personas o familias residentes en Extremadura que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente"
ext-libros,Préstamo gratuito de libros y material 2026-2027,Junta de Extremadura,Extremadura,comunidad autónoma,Libros y material,https://www.juntaex.es/w/0694624,programa,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.juntaex.es/w/0694624,POR VERIFICAR,,"Base original: Programa de préstamo de libros de texto y material para centros públicos y concertados. | Quién: Alumnado de niveles incluidos en centros participantes. | Documentos: Gestión principalmente a través del centro. | Nota: La dotación se dirige al programa/centro y no implica pago directo de esa cantidad a la familia. | Cuantía: Dotación al sistema: referencias de 100 € Infantil, 130 € Primaria, 160 € ESO/FP Básica/Educación Especial"
ext-familia-numerosa,Título de familia numerosa de Extremadura,Junta de Extremadura,Extremadura,comunidad autónoma,Familia,https://www.juntaex.es/es/w/1717,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.juntaex.es/es/w/1717,POR VERIFICAR,,"Base original: Procedimiento para expedir, renovar o modificar el título que acredita oficialmente la condición y categoría de familia numerosa en Extremadura. | Quién: Familias que cumplan los supuestos previstos en la Ley 40/2003 y en la normativa autonómica de procedimiento. | Documentos: Solicitud y documentación de identidad, vínculo familiar, residencia y convivencia; cuando proceda, documentación de ingresos, discapacidad, dependencia, custodia o estudios. | Nota: El título permite acceder a los beneficios vinculados a la condición de familia numerosa y puede coexistir con otras ayudas si se cumplen sus requisitos. | Cuantía: Título y tarjetas individuales acreditativas"
ext-renta-garantizada,Renta Extremeña Garantizada,Junta de Extremadura,Extremadura,comunidad autónoma,Ingresos y prestaciones,https://www.juntaex.es/es/w/5369,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.juntaex.es/es/w/5369,POR VERIFICAR,,"Base original: Prestación económica de garantía de ingresos para personas y familias con recursos insuficientes que cumplen los requisitos de la comunidad. | Quién: Personas o familias residentes en Extremadura que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según unidad de convivencia e ingresos"
ext-vivienda,Ayudas y programas de vivienda de Extremadura,Junta de Extremadura,Extremadura,comunidad autónoma,Vivienda,https://www.juntaex.es/temas/vivienda,convocatoria,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.juntaex.es/temas/vivienda,POR VERIFICAR,,"Base original: Punto de acceso oficial a información y convocatorias autonómicas sobre vivienda, alquiler, rehabilitación y acceso residencial. | Quién: Personas o familias residentes en Extremadura que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente"
gal-dependencia-discapacidad,Reconocimiento conjunto de dependencia y discapacidad,Xunta de Galicia,Galicia,comunidad autónoma,Discapacidad y dependencia,https://sede.xunta.gal/es/detalle-procedemento?codtram=BS210A,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://sede.xunta.gal/es/detalle-procedemento?codtram=BS210A,POR VERIFICAR,,"Base original: Procedimiento autonómico abierto todo el año para solicitar el reconocimiento de la dependencia y su sistema de prestaciones, el grado de discapacidad o ambos. | Quién: Personas o familias residentes en Galicia que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Servicios y prestaciones según reconocimiento y PIA"
gal-comedor,Comedores escolares,Xunta de Galicia,Galicia,comunidad autónoma,Educación y comedor,https://www.edu.xunta.gal/comedores/,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.edu.xunta.gal/comedores/,POR VERIFICAR,,"Base original: En comedores gestionados por Educación existen supuestos de gratuidad y tarifas calculadas según renta y composición familiar. | Quién: Según centro, renta y circunstancias; determinados supuestos de discapacidad o especial protección pueden acceder a gratuidad. | Documentos: Declaración/solicitud del servicio y datos requeridos por el centro o la Xunta. | Nota: Comprobar si el comedor está gestionado directamente por Educación o por otra entidad, porque cambia la ayuda. | Cuantía: Gratuito o tarifa según renta/circunstancias"
gal-03,Gratuidad de escuelas infantiles 0-3,Xunta de Galicia,Galicia,comunidad autónoma,Educación y comedor,https://politicasocial.xunta.gal/gl/areas/familia-e-infancia/escolas-infantis/gratuidade-das-escolas-infantis-0-3,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://politicasocial.xunta.gal/gl/areas/familia-e-infancia/escolas-infantis/gratuidade-das-escolas-infantis-0-3,POR VERIFICAR,,"Base original: Gratuidad de la atención educativa de 0 a 3 años en centros públicos, municipales y centros privados o de iniciativa social adheridos. | Quién: Familias con menores matriculados en centros adheridos al programa. | Documentos: No requiere una solicitud específica de gratuidad; la aplica el centro. | Nota: No incluye automáticamente comedor, transporte ni horario ampliado. | Cuantía: 100 % de matrícula y atención educativa"
gal-libros,Fondo solidario y ayudas para libros/material 2026-2027,Xunta de Galicia,Galicia,comunidad autónoma,Libros y material,https://sede.xunta.gal/es/detalle-procedemento?ano=2026&c=80&codtram=ED330B&lang=es&numpub=1,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://sede.xunta.gal/es/detalle-procedemento?ano=2026&c=80&codtram=ED330B&lang=es&numpub=1,POR VERIFICAR,,"Base original: Fondo solidario y ayudas económicas para libros y material escolar de Primaria, ESO y Educación Especial. | Quién: Según renta, nivel educativo y circunstancias; algunos supuestos de discapacidad ≥33 % no atienden a renta. | Documentos: Solicitud y documentación familiar/económica cuando corresponda. | Nota: La convocatoria permite compatibilidad con otras ayudas públicas o privadas para la misma finalidad dentro de sus límites. | Cuantía: Libros: hasta 300 € en determinados supuestos de discapacidad/educación especial · material: hasta 75 €"
gal-familia-numerosa,Título de familia numerosa y Carné Familiar Galego,Xunta de Galicia,Galicia,comunidad autónoma,Familia,https://sede.xunta.gal/detalle-procedemento?c=cidadans&codtram=BS423A&langId=es_ES,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://sede.xunta.gal/detalle-procedemento?c=cidadans&codtram=BS423A&langId=es_ES,POR VERIFICAR,,"Base original: Solicitud, renovación y modificación del título de familia numerosa, junto con la gestión del Carné Familiar Galego. | Quién: Personas o familias residentes en Galicia que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Título/carné acreditativo y acceso a beneficios"
